battery_id,cycle_index,discharge_n,ambient_temperature,capacity_ah
B0005,403,113,24,1.4333958900838095
B0005,407,114,24,1.42806487344776
B0005,411,115,24,1.4229203181741186
B0005,415,116,24,1.417429032731308
B0005,419,117,24,1.412409228794446
B0005,423,118,24,1.412578792940193
B0005,427,119,24,1.4075983731469897
B0005,431,120,24,1.4333920485221476
B0005,433,121,24,1.4382550176792908
B0005,437,122,24,1.4173547174485526
B0005,441,123,24,1.406981663677643
B0005,445,124,24,1.4012037783587625
B0005,449,125,24,1.3967008232726328
B0005,453,126,24,1.391284788852726
B0005,457,127,24,1.3862287677978349
B0005,461,128,24,1.3804366761974138
B0005,465,129,24,1.3752364150256224
B0005,469,130,24,1.3705128024895008
B0005,473,131,24,1.3705085566270399
B0005,477,132,24,1.3647355108681518
B0005,481,133,24,1.375392016895762
B0005,483,134,24,1.3861115151535393
B0005,485,135,24,1.3698500035838939
B0005,489,136,24,1.3647827949260758
B0005,493,137,24,1.3543220466259964
B0005,497,138,24,1.3546417018378962
B0005,501,139,24,1.3547039213192407
B0005,505,140,24,1.349314997503458
B0005,509,141,24,1.3441891937970554
B0005,513,142,24,1.3389913790695755
B0005,517,143,24,1.3389145230206971
B0005,521,144,24,1.3340066759761655
B0005,525,145,24,1.3286444309174914
B0005,529,146,24,1.3231708992276219
B0005,533,147,24,1.3181691588445197
B0005,537,148,24,1.3184664436640334
B0005,541,149,24,1.318293040102702
B0005,545,150,24,1.323872422244268
B0005,548,151,24,1.3601216766554785
B0005,552,152,24,1.3395306867947354
B0005,556,153,24,1.3290286565120697
B0005,560,154,24,1.3236741274998955
B0005,564,155,24,1.318633896753293
B0005,568,156,24,1.3134751321324272
B0005,572,157,24,1.3132020634442203
B0005,576,158,24,1.3077959946944353
B0005,580,159,24,1.3030329186405918
B0005,584,160,24,1.3033573559038205
B0005,588,161,24,1.3034100438655642
B0005,592,162,24,1.2978870806495706
B0005,596,163,24,1.2980735056918902
B0005,600,164,24,1.293463613844243
B0005,604,165,24,1.288003392619118
B0005,608,166,24,1.2874525221379407
B0005,612,167,24,1.3090153642307354
B0005,614,168,24,1.3250793286429356
B0006,2,1,24,2.035337591005598
B0006,4,2,24,2.0251402460314116
B0006,6,3,24,2.013326371345464
B0006,8,4,24,2.0132846655407413
B0006,10,5,24,2.000528337624771
B0006,12,6,24,2.0138990759931645
B0006,14,7,24,2.013101105626967
B0006,16,8,24,1.9687898262728398
B0006,18,9,24,1.9681661764334244
B0006,20,10,24,1.9572307917560536
B0006,22,11,24,1.9455991514129352
B0006,25,12,24,1.9347505044841131
B0006,27,13,24,1.9232799539368028
B0006,29,14,24,1.911889930948487
B0006,31,15,24,1.9010667141979305
B0006,33,16,24,1.8891989948061458
B0006,35,17,24,1.878278372248849
B0006,37,18,24,1.8675697161520206
B0006,39,19,24,1.8675892574453767
B0006,42,20,24,1.979626548250818
B0006,46,21,24,1.9575499080884022
B0006,50,22,24,1.9458150170787551
B0006,54,23,24,1.9242461121680094
B0006,58,24,24,1.9459811331421641
B0006,62,25,24,1.901407930553079
B0006,66,26,24,1.878674213680085
B0006,70,27,24,1.8683061328264219
B0006,74,28,24,1.8560244070082998
B0006,78,29,24,1.8451997961855777
B0006,82,30,24,1.857228890885317
B0006,86,31,24,1.9247760889090635
B0006,90,32,24,1.8822317526092551
B0006,94,33,24,1.855276687885587
B0006,98,34,24,1.8392508917181876
B0006,102,35,24,1.8185396073994429
B0006,106,36,24,1.8134770059567056
B0006,110,37,24,1.7971018450305436
B0006,114,38,24,1.7810046294120476
B0006,118,39,24,1.7710130422682329
B0006,122,40,24,1.7604712448170943
B0006,126,41,24,1.7502913788006587
B0006,130,42,24,1.7394925037732578
B0006,134,43,24,1.7546766553637203
B0006,136,44,24,1.7659390941842175
B0006,140,45,24,1.7337887419624838
B0006,144,46,24,1.713325912040734
B0006,148,47,24,1.7024077813673466
B0006,150,48,24,1.82371946178183
B0006,154,49,24,1.8081284050314708
B0006,158,50,24,1.7757610945034283
B0006,162,51,24,1.7447409841836798
B0006,166,52,24,1.729207034132373
B0006,170,53,24,1.7081086552553244
B0006,174,54,24,1.6975954237461768
B0006,178,55,24,1.6820634524029463
B0006,182,56,24,1.6714768322295086
B0006,186,57,24,1.6607591387047655
B0006,190,58,24,1.651121015038069
B0006,194,59,24,1.6401349256190927
B0006,198,60,24,1.6291999416165441
B0006,202,61,24,1.6088496302961666
B0006,206,62,24,1.6035244898969248
B0006,210,63,24,1.5989712144027983
B0006,214,64,24,1.5876273123575604
B0006,216,65,24,1.5829719744686166
B0006,220,66,24,1.567137636713563
B0006,224,67,24,1.5613446139713882
B0006,228,68,24,1.5511711892790419
B0006,232,69,24,1.5406741606295171
B0006,236,70,24,1.5253138744624433
B0006,240,71,24,1.5301570318067428
B0006,244,72,24,1.5246566834474087
B0006,248,73,24,1.5145492986655427
B0006,252,74,24,1.509391504602082
B0006,256,75,24,1.5039974333050705
B0006,260,76,24,1.4935201918040188
B0006,264,77,24,1.4876323024497422
B0006,266,78,24,1.5302876214401704
B0006,270,79,24,1.5040760088360112
B0006,274,80,24,1.4887593608730894
B0006,278,81,24,1.4782779285546637
B0006,282,82,24,1.478459982215684
B0006,286,83,24,1.473214844899973
B0006,290,84,24,1.4675164935067897
B0006,294,85,24,1.4516292657521335
B0006,298,86,24,1.4519237720967177
B0006,302,87,24,1.4471484694777745
B0006,306,88,24,1.4468538105659885
B0006,310,89,24,1.4416741930284678
B0006,313,90,24,1.5935866593100128
B0006,316,91,24,1.5463902376915637
B0006,320,92,24,1.51470559175661
B0006,324,93,24,1.4989786083335404
B0006,328,94,24,1.4831110745410492
B0006,332,95,24,1.4729664825468278
B0006,336,96,24,1.4627604396099307
B0006,340,97,24,1.4518364681062514
B0006,344,98,24,1.4468670644030392
B0006,348,99,24,1.441380399427779
B0006,352,100,24,1.431210744960774
B0006,356,101,24,1.4260247179525716
B0006,360,102,24,1.420487649966195
B0006,364,103,24,1.4207006230355006
B0006,367,104,24,1.452255804330839
B0006,371,105,24,1.431557632772571
B0006,375,106,24,1.415015751158943
B0006,379,107,24,1.4097311506517451
B0006,383,108,24,1.404917318129309
B0006,387,109,24,1.395164296571563
B0006,391,110,24,1.3945343832614077
B0006,395,111,24,1.3893171179312644
B0006,399,112,24,1.3838379472327809
B0006,403,113,24,1.3736814238195123
B0006,407,114,24,1.3786059891863676
B0006,411,115,24,1.3737600299108574
B0006,415,116,24,1.3682580583942712
B0006,419,117,24,1.3633024037317505
B0006,423,118,24,1.3580966140172601
B0006,427,119,24,1.353269090999531
B0006,431,120,24,1.3841605738237488
B0006,433,121,24,1.4051467790651473
B0006,437,122,24,1.378719022627353
B0006,441,123,24,1.3682657783199066
B0006,445,124,24,1.3573151296618016
B0006,449,125,24,1.3524934638801596
B0006,453,126,24,1.3474099151661236
B0006,457,127,24,1.3370075130842318
B0006,461,128,24,1.3312352966718526
B0006,465,129,24,1.3259303781727643
B0006,469,130,24,1.321578743867529
B0006,473,131,24,1.321225074066109
B0006,477,132,24,1.3156485301862682
B0006,481,133,24,1.3209025697502388
B0006,483,134,24,1.3474328767273906
B0006,485,135,24,1.3260128072353616
B0006,489,136,24,1.3101186784831063
B0006,493,137,24,1.30521620229393
B0006,497,138,24,1.3004061951355774
B0006,501,139,24,1.300235735841116
B0006,505,140,24,1.2895066722480755
B0006,509,141,24,1.279253057384795
B0006,513,142,24,1.2792078171714618
B0006,517,143,24,1.274036760902923
B0006,521,144,24,1.2741273923001468
B0006,525,145,24,1.2637639426440779
B0006,529,146,24,1.2581373688955233
B0006,533,147,24,1.253259864055301
B0006,537,148,24,1.2532313315493426
B0006,541,149,24,1.2480874960313577
B0006,545,150,24,1.2534354284944844
B0006,548,151,24,1.2898048773266901
B0006,552,152,24,1.2635402021758835
B0006,556,153,24,1.2479761706842853
B0006,560,154,24,1.2321202877943334
B0006,564,155,24,1.2271137666213534
B0006,568,156,24,1.2217397581377356
B0006,572,157,24,1.211102678915174
B0006,576,158,24,1.2056159765131735
B0006,580,159,24,1.2008936262717274
B0006,584,160,24,1.1905903985558335
B0006,588,161,24,1.185179251041941
B0006,592,162,24,1.1796706818144624
B0006,596,163,24,1.1745952836753915
B0006,600,164,24,1.15381833159625
B0006,604,165,24,1.1644009557372264
B0006,608,166,24,1.1587974947916069
B0006,612,167,24,1.1749748834769171
B0006,614,168,24,1.1856752327929356
B0007,2,1,24,1.89105229539079
B0007,4,2,24,1.880637027686859
B0007,6,3,24,1.8806626717011388
B0007,8,4,24,1.8807709009833444
B0007,10,5,24,1.8794508728285058
B0007,12,6,24,1.8807003517117404
B0007,14,7,24,1.8799352523566075
B0007,16,8,24,1.8815088124038797
B0007,18,9,24,1.8696907870385844
B0007,20,10,24,1.870052380139199
B0007,22,11,24,1.8700442394188577
B0007,25,12,24,1.8596518987766364
B0007,27,13,24,1.8590746560862206
B0007,29,14,24,1.8590084577709232
B0007,31,15,24,1.8593622586957048
B0007,33,16,24,1.8587355450601035
B0007,35,17,24,1.847817291322145
B0007,37,18,24,1.8485252916137047
B0007,39,19,24,1.848378951850034
B0007,42,20,24,1.8807805437609766
B0007,46,21,24,1.8814721597443598
B0007,50,22,24,1.8810954313244785
B0007,54,23,24,1.8710089649779995
B0007,58,24,24,1.8701995151941375
B0007,62,25,24,1.8706715362800985
B0007,66,26,24,1.8596124644020169
B0007,70,27,24,1.860033909718346
B0007,74,28,24,1.8591653109160768
B0007,78,29,24,1.8481398178778288
B0007,82,30,24,1.849201702126164
B0007,86,31,24,1.8834677437950846
B0007,90,32,24,1.8628211117905844
B0007,94,33,24,1.852085039652352
B0007,98,34,24,1.8469504648208708
B0007,102,35,24,1.836828431169018
B0007,106,36,24,1.8371619619672275
B0007,110,37,24,1.8316722583718854
B0007,114,38,24,1.8211470951317783
B0007,118,39,24,1.816506091511515
B0007,122,40,24,1.8113815601504555
B0007,126,41,24,1.8116056333939583
B0007,130,42,24,1.8060548955557403
B0007,134,43,24,1.8132041826994056
B0007,136,44,24,1.8062641938283535
B0007,140,45,24,1.7958310249900458
B0007,144,46,24,1.7858852600390451
B0007,148,47,24,1.7803268604502753
B0007,150,48,24,1.8150756899575577
B0007,154,49,24,1.8157025154845838
B0007,158,50,24,1.8002432178056673
B0007,162,51,24,1.7904476205609308
B0007,166,52,24,1.780343032300132
B0007,170,53,24,1.775328769596812
B0007,174,54,24,1.7702629734732853
B0007,178,55,24,1.760081061854204
B0007,182,56,24,1.749647593537689
B0007,186,57,24,1.749650075059311
B0007,190,58,24,1.745028739214683
B0007,194,59,24,1.7396457455286727
B0007,198,60,24,1.7285642277717963
B0007,202,61,24,1.723900324588418
B0007,206,62,24,1.7139788776485192
B0007,210,63,24,1.7139701997004613
B0007,214,64,24,1.7036521173638766
B0007,216,65,24,1.7040137474382486
B0007,220,66,24,1.6935716157343033
B0007,224,67,24,1.6876577363877656
B0007,228,68,24,1.6830744356583152
B0007,232,69,24,1.6779270142025482
B0007,236,70,24,1.6732060275966172
B0007,240,71,24,1.6674367208253988
B0007,244,72,24,1.6622662630667526
B0007,248,73,24,1.6574243065763063
B0007,252,74,24,1.652538684928734
B0007,256,75,24,1.6472174627573322
B0007,260,76,24,1.6364136810898071
B0007,264,77,24,1.6362554312048496
B0007,266,78,24,1.641119179218384
B0007,270,79,24,1.6315700789656966
B0007,274,80,24,1.621213282987236
B0007,278,81,24,1.6164273214762122
B0007,282,82,24,1.615823510161921
B0007,286,83,24,1.61672418029789
B0007,290,84,24,1.6108655863730026
B0007,294,85,24,1.6006603374309376
B0007,298,86,24,1.5959174487005663
B0007,302,87,24,1.5962179519462243
B0007,306,88,24,1.5958065114633972
B0007,310,89,24,1.5906507821480704
B0007,313,90,24,1.6888211161855506
B0007,316,91,24,1.6259938279733204
B0007,320,92,24,1.6157433862812898
B0007,324,93,24,1.6056626764846538
B0007,328,94,24,1.5949746921524348
B0007,332,95,24,1.5904102438871945
B0007,336,96,24,1.5853517062988178
B0007,340,97,24,1.5799737147242376
B0007,344,98,24,1.5752185465278068
B0007,348,99,24,1.569798484648868
B0007,352,100,24,1.5702565375950357
B0007,356,101,24,1.565249873909438
B0007,360,102,24,1.559633933561147
B0007,364,103,24,1.5649820533392105
B0007,367,104,24,1.57497949984227
B0007,371,105,24,1.5652811168780458
B0007,375,106,24,1.559755497470126
B0007,379,107,24,1.549897685670499
B0007,383,108,24,1.5438771531345021
B0007,387,109,24,1.5450187488690073
B0007,391,110,24,1.5445940154102908
B0007,395,111,24,1.5343086721758876
B0007,399,112,24,1.5287603942958483
B0007,403,113,24,1.5289260249179843
B0007,407,114,24,1.529091650133123
B0007,411,115,24,1.5239059324661248
B0007,415,116,24,1.5186675419100615
B0007,419,117,24,1.5136482266426952
B0007,423,118,24,1.5136050185229033
B0007,427,119,24,1.5139470614867965
B0007,431,120,24,1.5339599193158786
B0007,433,121,24,1.5391372798653098
B0007,437,122,24,1.5236247972838737
B0007,441,123,24,1.5135813035589147
B0007,445,124,24,1.5077850749847914
B0007,449,125,24,1.5031960676037333
B0007,453,126,24,1.4978220596995881
B0007,457,127,24,1.492848534633516
B0007,461,128,24,1.492414389867026
B0007,465,129,24,1.487482776538081
B0007,469,130,24,1.482535148640411
B0007,473,131,24,1.4827874322228984
B0007,477,132,24,1.476971179775059
B0007,481,133,24,1.4819015554137276
B0007,483,134,24,1.4981366198874824
B0007,485,135,24,1.4820775214392872
B0007,489,136,24,1.4771155312812152
B0007,493,137,24,1.4720772783056488
B0007,497,138,24,1.472248013656454
B0007,501,139,24,1.4670106672274665
B0007,505,140,24,1.4617672495335379
B0007,509,141,24,1.4566952670489708
B0007,513,142,24,1.451354972758956
B0007,517,143,24,1.451615926257375
B0007,521,144,24,1.4468161332173683
B0007,525,145,24,1.4467570607768785
B0007,529,146,24,1.4413797481446793
B0007,533,147,24,1.4362456252208178
B0007,537,148,24,1.4368154153924828
B0007,541,149,24,1.4362945145860047
B0007,545,150,24,1.4418575315878015
B0007,548,151,24,1.4672063484781797
B0007,552,152,24,1.4518640367848885
B0007,556,153,24,1.4471379752748499
B0007,560,154,24,1.441790586562399
B0007,564,155,24,1.431630947911111
B0007,568,156,24,1.4318084249673686
B0007,572,157,24,1.4262562585106868
B0007,576,158,24,1.4260877528924913
B0007,580,159,24,1.4212633510031694
B0007,584,160,24,1.4163272748795108
B0007,588,161,24,1.4165781829175994
B0007,592,162,24,1.4108401729425177
B0007,596,163,24,1.4109949628347804
B0007,600,164,24,1.4061714290398801
B0007,604,165,24,1.4063358479692922
B0007,608,166,24,1.4004552399066514
B0007,612,167,24,1.4217865046055154
B0007,614,168,24,1.4324552720625434
B0018,3,1,24,1.8550045207910817
B0018,7,2,24,1.8431955317089987
B0018,11,3,24,1.8396018424355423
B0018,15,4,24,1.8306736044962053
B0018,18,5,24,1.8327002069419656
B0018,20,6,24,1.8285288846046388
B0018,22,7,24,1.8212011895697924
B0018,24,8,24,1.8151700106433282
B0018,27,9,24,1.8042980520967649
B0018,30,10,24,1.8231002302844226
B0018,32,11,24,1.8121253520255494
B0018,34,12,24,1.8046916382117766
B0018,36,13,24,1.790844349786295
B0018,39,14,24,1.783470722841926
B0018,42,15,24,1.7809386125310702
B0018,44,16,24,1.771209039672698
B0018,46,17,24,1.7686303996707076
B0018,48,18,24,1.7536304801917124
B0018,51,19,24,1.7462197416415093
B0018,54,20,24,1.7376647337053737
B0018,56,21,24,1.7315166735475835
B0018,58,22,24,1.7085949894470602
B0018,60,23,24,1.711469957068211
B0018,63,24,24,1.7075021373272627
B0018,66,25,24,1.7492382064360228
B0018,68,26,24,1.7327697147429955
B0018,70,27,24,1.7222313328292376
B0018,72,28,24,1.711846298984729
B0018,75,29,24,1.699267835126687
B0018,78,30,24,1.6940366439243106
B0018,80,31,24,1.6819027078768087
B0018,82,32,24,1.6769770618433686
B0018,84,33,24,1.6655229306478936
B0018,87,34,24,1.6571924575832084
B0018,90,35,24,1.6482241555294048
B0018,92,36,24,1.6387701497987262
B0018,94,37,24,1.6276486907262062
B0018,96,38,24,1.62215370227252
B0018,99,39,24,1.6140066510467586
B0018,102,40,24,1.6760516154424623
B0018,104,41,24,1.649300642552199
B0018,106,42,24,1.63238299185809
B0018,108,43,24,1.6164159719025777
B0018,111,44,24,1.6109028378249377
B0018,114,45,24,1.5954638693695657
B0018,117,46,24,1.726707440085764
B0018,119,47,24,1.7165673917429753
B0018,121,48,24,1.6958235570934848
B0018,123,49,24,1.6777783190792557
B0018,125,50,24,1.6606586897774192
B0018,128,51,24,1.6664109274827466
B0018,130,52,24,1.6468336174407805
B0018,132,53,24,1.6257639928779952
B0018,134,54,24,1.6121577411874595
B0018,136,55,24,1.6057366823755344
B0018,141,56,24,1.673645314879889
B0018,143,57,24,1.6404348572349936
B0018,145,58,24,1.6132653317422077
B0018,147,59,24,1.5920964324686278
B0018,150,60,24,1.5866011820698824
B0018,153,61,24,1.5800766490336253
B0018,155,62,24,1.5641732953289167
B0018,157,63,24,1.555618272193922
B0018,159,64,24,1.5402045278637397
B0018,162,65,24,1.5321613015959863
B0018,165,66,24,1.5316232403693415
B0018,167,67,24,1.5222595950771978
B0018,169,68,24,1.5065267126851283
B0018,171,69,24,1.5014219556532926
B0018,174,70,24,1.4963534117486457
B0018,177,71,24,1.5334262000312422
B0018,179,72,24,1.523845267514426
B0018,181,73,24,1.5011920994261239
B0018,183,74,24,1.492417671450291
B0018,185,75,24,1.483323851940123
B0018,188,76,24,1.4807376792294196
B0018,190,77,24,1.4735077809902477
B0018,192,78,24,1.46801928526661
B0018,194,79,24,1.4580923557119019
B0018,197,80,24,1.4478660988891399
B0018,200,81,24,1.4527808777541982
B0018,202,82,24,1.4425356364492432
B0018,204,83,24,1.4392712877203313
B0018,206,84,24,1.4286475681888218
B0018,209,85,24,1.4249026750004896
B0018,212,86,24,1.4698115324524124
B0018,214,87,24,1.4525819651050202
B0018,216,88,24,1.442834198908794
B0018,218,89,24,1.428376058807949
B0018,220,90,24,1.4154547844370715
B0018,223,91,24,1.454576670077708
B0018,225,92,24,1.4283179548274056
B0018,227,93,24,1.4197026883204058
B0018,229,94,24,1.4155606630306516
B0018,232,95,24,1.405680035419228
B0018,235,96,24,1.4084461071166137
B0018,237,97,24,1.3968547782872414
B0018,239,98,24,1.3935670371440676
B0018,241,99,24,1.3893644292809475
B0018,244,100,24,1.3785651415666713
B0018,247,101,24,1.384901110085747
B0018,249,102,24,1.3703251814242443
B0018,251,103,24,1.3733464385229082
B0018,253,104,24,1.3679487285504814
B0018,256,105,24,1.3567141087089647
B0018,259,106,24,1.4604310209194575
B0018,261,107,24,1.4500998937104097
B0018,263,108,24,1.4381406901824496
B0018,265,109,24,1.4283681980964316
B0018,267,110,24,1.4147874517552432
B0018,270,111,24,1.413889163393182
B0018,272,112,24,1.3989331662177225
B0018,274,113,24,1.3953322584033976
B0018,276,114,24,1.390046129540245
B0018,279,115,24,1.3860271454209647
B0018,282,116,24,1.388215260193751
B0018,284,117,24,1.3761826562394497
B0018,286,118,24,1.3647168898640165
B0018,288,119,24,1.3589854739373584
B0018,291,120,24,1.3462308764008801
B0018,294,121,24,1.4268427818454643
B0018,296,122,24,1.4064481483279663
B0018,298,123,24,1.3934907492075153
B0018,300,124,24,1.3882493512249316
B0018,302,125,24,1.3701878338420928
B0018,305,126,24,1.3796951665608619
B0018,307,127,24,1.3686586323935683
B0018,309,128,24,1.3627371779096438
B0018,311,129,24,1.3634051133928073
B0018,314,130,24,1.3518646035305233
B0018,317,131,24,1.3547969729652622
B0018,319,132,24,1.341051440640485
